QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber2,gi|255574376|ref|XM_002528056.1|,93.75,80,5,0,639,718,538,617,6e-025,  121,255574376,XM_002528056,Ricinus communis conserved hypothetical protein, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber2,gi|225440681|ref|XM_002274701.1|,92.59,81,4,2,639,718,592,671,3e-023,  115,225440681,XM_002274701,PREDICTED: Vitis vinifera UPF0420 protein-like (LOC100251225), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber2,gi|566175488|ref|XM_002309100.2|,90.91,77,7,0,639,715,618,694,6e-020,  104,566175488,XM_002309100,Populus trichocarpa hypothetical protein (POPTR_0006s10060g) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber3,gi|255574376|ref|XM_002528056.1|,93.75,80,5,0,639,718,538,617,2e-024,  121,255574376,XM_002528056,Ricinus communis conserved hypothetical protein, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber3,gi|225440681|ref|XM_002274701.1|,92.59,81,4,2,639,718,592,671,9e-023,  115,225440681,XM_002274701,PREDICTED: Vitis vinifera UPF0420 protein-like (LOC100251225), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber3,gi|566175488|ref|XM_002309100.2|,90.91,77,7,0,639,715,618,694,2e-019,  104,566175488,XM_002309100,Populus trichocarpa hypothetical protein (POPTR_0006s10060g) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber150,gi|502146274|ref|XM_004506324.1|,73.51,570,125,24,2886,3442,253,809,1e-045,  193,502146274,XM_004506324,PREDICTED: Cicer arietinum enzymatic polyprotein-like (LOC101512433), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber150,gi|502127524|ref|XM_004499687.1|,75.12,434,92,14,3017,3442,1302,1727,1e-044,  189,502127524,XM_004499687,PREDICTED: Cicer arietinum uncharacterized LOC101507718 (LOC101507718), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber150,gi|502156661|ref|XM_004510528.1|,90.91,66,6,0,3312,3377,2968,3033,1e-014,89.8,502156661,XM_004510528,PREDICTED: Cicer arietinum uncharacterized LOC101494113 (LOC101494113), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber151,gi|502146274|ref|XM_004506324.1|,73.51,570,125,24,2838,3394,253,809,1e-045,  193,502146274,XM_004506324,PREDICTED: Cicer arietinum enzymatic polyprotein-like (LOC101512433), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber151,gi|502127524|ref|XM_004499687.1|,75.12,434,92,14,2969,3394,1302,1727,1e-044,  189,502127524,XM_004499687,PREDICTED: Cicer arietinum uncharacterized LOC101507718 (LOC101507718), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber151,gi|502156661|ref|XM_004510528.1|,90.91,66,6,0,3264,3329,2968,3033,1e-014,89.8,502156661,XM_004510528,PREDICTED: Cicer arietinum uncharacterized LOC101494113 (LOC101494113), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber265,gi|567210405|ref|XM_006410015.1|,75.50,600,141,6,241,837,3300,2704,1e-074,  289,567210405,XM_006410015,Eutrema salsugineum hypothetical protein (EUTSA_v10016166mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber265,gi|567210402|ref|XM_006410014.1|,75.50,604,141,7,238,837,3430,2830,1e-074,  289,567210402,XM_006410014,Eutrema salsugineum hypothetical protein (EUTSA_v10016166mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber265,gi|672112280|ref|XM_008806708.1|,74.88,605,138,12,240,837,3458,2861,6e-067,  263,672112280,XM_008806708,PREDICTED: Phoenix dactylifera ubiquitin-activating enzyme E1 1-like (LOC103718056), transcript variant X2, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber265,gi|672112278|ref|XM_008806699.1|,74.88,605,138,12,240,837,3413,2816,6e-067,  263,672112278,XM_008806699,PREDICTED: Phoenix dactylifera ubiquitin-activating enzyme E1 1-like (LOC103718056), transcript variant X1, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber266,gi|672112280|ref|XM_008806708.1|,80.00,170,34,0,187,356,3458,3289,5e-027,  126,672112280,XM_008806708,PREDICTED: Phoenix dactylifera ubiquitin-activating enzyme E1 1-like (LOC103718056), transcript variant X2, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber266,gi|672112278|ref|XM_008806699.1|,80.00,170,34,0,187,356,3413,3244,5e-027,  126,672112278,XM_008806699,PREDICTED: Phoenix dactylifera ubiquitin-activating enzyme E1 1-like (LOC103718056), transcript variant X1, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber266,gi|567210405|ref|XM_006410015.1|,78.33,180,39,0,188,367,3300,3121,3e-024,  117,567210405,XM_006410015,Eutrema salsugineum hypothetical protein (EUTSA_v10016166mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber266,gi|567210402|ref|XM_006410014.1|,78.26,184,39,1,185,367,3430,3247,3e-024,  117,567210402,XM_006410014,Eutrema salsugineum hypothetical protein (EUTSA_v10016166mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|359486377|ref|XM_002276950.2|,81.25,240,43,2,1172,1410,452,690,2e-046,  193,359486377,XM_002276950,PREDICTED: Vitis vinifera 40S ribosomal protein S4-like (LOC100244922), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|460389563|ref|XM_004240373.1|,80.58,242,41,5,1172,1410,441,679,4e-043,  182,460389563,XM_004240373,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like (LOC101246828), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|571527924|ref|XM_003547884.2|,78.97,252,51,2,1161,1411,463,713,9e-040,  171,571527924,XM_003547884,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100795220), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|359496056|ref|XM_003635093.1|,81.02,216,39,2,1196,1410,394,608,9e-040,  171,359496056,XM_003635093,PREDICTED: Vitis vinifera 40S ribosomal protein S4-like (LOC100247049), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|449471048|ref|XM_004153145.1|,84.39,173,25,2,740,911,94,265,3e-039,  169,449471048,XM_004153145,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101221184), partial mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|449527250|ref|XR_181101.1|,84.12,170,25,2,740,908,158,326,1e-037,  163,449527250,XR_181101,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232357), misc_RNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|449509212|ref|XM_004163478.1|,84.12,170,25,2,740,908,193,361,1e-037,  163,449509212,XM_004163478,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232332), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|571507435|ref|XM_003544009.2|,82.68,179,29,2,731,908,185,362,7e-036,  158,571507435,XM_003544009,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100811336), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|460374679|ref|XM_004233090.1|,81.22,181,34,0,728,908,91,271,1e-032,  147,460374679,XM_004233090,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 2 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|460374677|ref|XM_004233089.1|,81.22,181,34,0,728,908,199,379,1e-032,  147,460374677,XM_004233089,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 1 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|79327185|ref|NM_001036769.1|,79.35,184,32,5,728,908,194,374,7e-026,  124,79327185,NM_001036769,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|145357730|ref|NM_120791.3|,79.35,184,32,5,728,908,112,292,7e-026,  124,145357730,NM_120791,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|351725820|ref|NM_001248897.1|,78.95,171,32,3,740,908,166,334,2e-022,  113,351725820,NM_001248897,Glycine max 40S ribosomal S4 protein (LOC547645), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|357516020|ref|XM_003628251.1|,90.00,80,8,0,550,629,65,144,9e-020,  104,357516020,XM_003628251,Medicago truncatula 40S ribosomal protein S4 (MTR_8g052030) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|470144063|ref|XM_004307637.1|,91.78,73,6,0,557,629,111,183,3e-019,  102,470144063,XM_004307637,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like (LOC101314702), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|502097515|ref|XM_004490956.1|,89.33,75,8,0,555,629,64,138,5e-017,95.3,502097515,XM_004490956,PREDICTED: Cicer arietinum 40S ribosomal protein S4-2-like (LOC101510766), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|357483184|ref|XM_003611831.1|,89.33,75,8,0,555,629,82,156,5e-017,95.3,357483184,XM_003611831,Medicago truncatula 40S ribosomal protein S4 (MTR_5g018940) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|470115278|ref|XM_004293782.1|,87.50,80,10,0,550,629,118,197,2e-016,93.5,470115278,XM_004293782,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like, transcript variant 1 (LOC101309913), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|658056944|ref|XM_008366013.1|,87.50,80,10,0,550,629,115,194,2e-016,93.5,658056944,XM_008366013,PREDICTED: Malus x domestica 40S ribosomal protein S4 (LOC103427928), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|334184264|ref|NM_001202610.1|,76.00,175,42,0,734,908,206,380,7e-016,91.6,334184264,NM_001202610,Arabidopsis thaliana 40S ribosomal protein S4-1 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|145360032|ref|NM_127291.3|,76.00,175,42,0,734,908,206,380,7e-016,91.6,145360032,NM_127291,Arabidopsis thaliana 40S ribosomal protein S4-1 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|470115280|ref|XM_004293783.1|,88.16,76,9,0,554,629,31,106,7e-016,91.6,470115280,XM_004293783,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like, transcript variant 2 (LOC101309913), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|565434479|ref|XM_006280910.1|,76.57,175,35,5,737,908,210,381,7e-016,91.6,565434479,XM_006280910,Capsella rubella hypothetical protein (CARUB_v10026972mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|565481417|ref|XM_006298287.1|,75.00,176,42,2,734,908,172,346,2e-012,80.5,565481417,XM_006298287,Capsella rubella hypothetical protein (CARUB_v10014418mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber275,gi|297832339|ref|XM_002884006.1|,74.01,177,42,3,734,908,195,369,3e-009,69.4,297832339,XM_002884006,Arabidopsis lyrata subsp. lyrata 40S ribosomal protein S4, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|449471048|ref|XM_004153145.1|,84.39,173,25,2,728,899,94,265,2e-039,  169,449471048,XM_004153145,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101221184), partial mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|449527250|ref|XR_181101.1|,84.12,170,25,2,728,896,158,326,9e-038,  163,449527250,XR_181101,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232357), misc_RNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|449509212|ref|XM_004163478.1|,84.12,170,25,2,728,896,193,361,9e-038,  163,449509212,XM_004163478,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232332), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|571507435|ref|XM_003544009.2|,82.68,179,29,2,719,896,185,362,4e-036,  158,571507435,XM_003544009,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100811336), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|460374679|ref|XM_004233090.1|,81.22,181,34,0,716,896,91,271,9e-033,  147,460374679,XM_004233090,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 2 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|460374677|ref|XM_004233089.1|,81.22,181,34,0,716,896,199,379,9e-033,  147,460374677,XM_004233089,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 1 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|79327185|ref|NM_001036769.1|,79.35,184,32,5,716,896,194,374,4e-026,  124,79327185,NM_001036769,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|145357730|ref|NM_120791.3|,79.35,184,32,5,716,896,112,292,4e-026,  124,145357730,NM_120791,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|351725820|ref|NM_001248897.1|,78.95,171,32,3,728,896,166,334,1e-022,  113,351725820,NM_001248897,Glycine max 40S ribosomal S4 protein (LOC547645), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|357516020|ref|XM_003628251.1|,90.00,80,8,0,538,617,65,144,6e-020,  104,357516020,XM_003628251,Medicago truncatula 40S ribosomal protein S4 (MTR_8g052030) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|470144063|ref|XM_004307637.1|,91.78,73,6,0,545,617,111,183,2e-019,  102,470144063,XM_004307637,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like (LOC101314702), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|502097515|ref|XM_004490956.1|,89.33,75,8,0,543,617,64,138,3e-017,95.3,502097515,XM_004490956,PREDICTED: Cicer arietinum 40S ribosomal protein S4-2-like (LOC101510766), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|357483184|ref|XM_003611831.1|,89.33,75,8,0,543,617,82,156,3e-017,95.3,357483184,XM_003611831,Medicago truncatula 40S ribosomal protein S4 (MTR_5g018940) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|470115278|ref|XM_004293782.1|,87.50,80,10,0,538,617,118,197,1e-016,93.5,470115278,XM_004293782,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like, transcript variant 1 (LOC101309913), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|658056944|ref|XM_008366013.1|,87.50,80,10,0,538,617,115,194,1e-016,93.5,658056944,XM_008366013,PREDICTED: Malus x domestica 40S ribosomal protein S4 (LOC103427928), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|334184264|ref|NM_001202610.1|,76.00,175,42,0,722,896,206,380,4e-016,91.6,334184264,NM_001202610,Arabidopsis thaliana 40S ribosomal protein S4-1 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|145360032|ref|NM_127291.3|,76.00,175,42,0,722,896,206,380,4e-016,91.6,145360032,NM_127291,Arabidopsis thaliana 40S ribosomal protein S4-1 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|470115280|ref|XM_004293783.1|,88.16,76,9,0,542,617,31,106,4e-016,91.6,470115280,XM_004293783,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like, transcript variant 2 (LOC101309913), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|565434479|ref|XM_006280910.1|,76.57,175,35,5,725,896,210,381,4e-016,91.6,565434479,XM_006280910,Capsella rubella hypothetical protein (CARUB_v10026972mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|565481417|ref|XM_006298287.1|,75.00,176,42,2,722,896,172,346,1e-012,80.5,565481417,XM_006298287,Capsella rubella hypothetical protein (CARUB_v10014418mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber276,gi|297832339|ref|XM_002884006.1|,74.01,177,42,3,722,896,195,369,2e-009,69.4,297832339,XM_002884006,Arabidopsis lyrata subsp. lyrata 40S ribosomal protein S4, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|460389563|ref|XM_004240373.1|,80.13,297,53,5,633,926,441,734,7e-054,  217,460389563,XM_004240373,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like (LOC101246828), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|359486377|ref|XM_002276950.2|,79.66,295,58,2,633,926,452,745,3e-052,  211,359486377,XM_002276950,PREDICTED: Vitis vinifera 40S ribosomal protein S4-like (LOC100244922), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|571527924|ref|XM_003547884.2|,78.93,299,61,2,622,919,463,760,2e-049,  202,571527924,XM_003547884,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100795220), mRNA
